age,policy_number,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,capital-gains,capital-loss,incident_date,accident_type,collision_type,incident_severity,authorities_contacted,state,city,property_damage,bodily_injuries,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year
36,469426,OH,250/500,1000,1497.41,0,MALE,14100,-44500,2015-01-25,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbrook,NO,2,YES,77200,9650,9650,57900,Ford,Escape,1996
30,654974,OH,100/300,500,803.36,0,FEMALE,0,0,2015-02-25,Multi-vehicle Collision,Rear Collision,Total Loss,Other,WV,Springfield,?,0,YES,57000,0,11400,45600,Audi,A3,2013
45,943425,OH,250/500,2000,1221.41,0,FEMALE,46700,-72500,2015-02-27,Vehicle Theft,?,Trivial Damage,Police,WV,Riverwood,NO,2,NO,2700,300,300,2100,Honda,Accord,2006
36,641845,OH,250/500,500,1865.83,5000000,MALE,32800,-50600,2015-02-11,Single Vehicle Collision,Rear Collision,Total Loss,Police,WV,Hillsdale,?,2,YES,47300,4300,8600,34400,Volkswagen,Jetta,2006
37,794534,OH,250/500,2000,1434.27,0,FEMALE,0,-35900,2015-01-04,Single Vehicle Collision,Rear Collision,Major Damage,Other,VA,Arlington,?,2,?,55110,5010,10020,40080,Nissan,Maxima,2002
31,357808,IN,500/1000,500,1114.68,0,FEMALE,44500,-55900,2015-01-26,Vehicle Theft,?,Trivial Damage,Police,SC,Springfield,YES,1,NO,4320,480,480,3360,Mercedes,E400,2002
57,587498,IL,500/1000,500,1351.72,0,MALE,0,-49400,2015-02-05,Parked Car,?,Minor Damage,,NY,Springfield,YES,1,?,2640,480,480,1680,Volkswagen,Passat,2000
43,458829,IN,500/1000,1000,1294.04,0,FEMALE,0,0,2015-01-08,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Riverwood,YES,2,YES,79320,13220,6610,59490,Nissan,Ultima,1997
30,159243,IL,250/500,2000,1681.01,0,MALE,0,-51100,2015-02-07,Parked Car,?,Minor Damage,,SC,Riverwood,NO,2,NO,4900,490,1470,2940,Jeep,Wrangler,2015
61,607974,IL,500/1000,500,1265.72,0,FEMALE,0,-59500,2015-02-18,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Columbus,YES,0,?,64350,9900,9900,44550,Mercedes,E400,1998
28,369941,OH,100/300,500,1330.39,0,MALE,0,0,2015-01-22,Single Vehicle Collision,Front Collision,Total Loss,Other,NY,Columbus,NO,2,YES,49900,4990,9980,34930,Dodge,Neon,1998
28,447226,OH,500/1000,500,1122.95,4000000,MALE,78000,0,2015-02-23,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbrook,NO,0,YES,74880,12480,12480,49920,Accura,TL,2000
44,831668,OH,250/500,2000,1655.79,0,FEMALE,0,0,2015-01-15,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,Northbend,YES,0,YES,105820,16280,16280,73260,Audi,A3,2002
43,922937,IN,250/500,1000,935.77,0,MALE,0,-36000,2015-02-20,Vehicle Theft,?,Trivial Damage,Police,PA,Northbend,NO,1,YES,7150,1300,650,5200,Volkswagen,Jetta,2003
58,640474,IN,500/1000,2000,1192.04,0,MALE,66100,-31400,2015-01-19,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,Northbrook,YES,0,NO,55800,11160,11160,33480,Dodge,RAM,2004
34,153298,OH,100/300,500,990.11,0,MALE,0,-41200,2015-01-10,Parked Car,?,Trivial Damage,,NY,Riverwood,?,1,YES,5830,1060,1060,3710,Dodge,RAM,2015
29,221283,OH,500/1000,500,914.85,0,MALE,72100,0,2015-02-12,Parked Car,?,Minor Damage,Police,OH,Columbus,NO,2,NO,7110,790,1580,4740,Accura,MDX,2005
43,961496,IL,250/500,500,1123.84,0,MALE,48200,0,2015-01-23,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Columbus,NO,0,YES,36960,6720,3360,26880,Chevrolet,Tahoe,2007
39,804751,OH,250/500,2000,838.02,0,FEMALE,0,0,2015-02-13,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,VA,Northbrook,?,2,YES,64400,6440,6440,51520,Dodge,Neon,1997
43,369226,OH,250/500,500,1300.68,0,MALE,49000,0,2015-01-27,Parked Car,?,Minor Damage,,NC,Northbend,NO,1,YES,1920,480,0,1440,Chevrolet,Tahoe,2011
31,615116,IN,250/500,500,1194.83,0,FEMALE,28600,0,2015-01-20,Single Vehicle Collision,Side Collision,Major Damage,Police,SC,Riverwood,NO,0,NO,44200,4420,8840,30940,Suburu,Forrestor,1997
43,947598,IN,100/300,1000,1114.29,0,FEMALE,51300,0,2015-01-08,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Northbrook,?,2,YES,66660,6060,6060,54540,Toyota,Highlander,2006
26,658002,OH,250/500,2000,1509.04,0,FEMALE,10000,0,2015-02-23,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,Riverwood,YES,2,NO,78320,7120,14240,56960,Saab,92x,2007
34,374545,IN,250/500,500,664.86,0,FEMALE,0,-60000,2015-02-04,Single Vehicle Collision,Rear Collision,Total Loss,Fire,WV,Columbus,?,0,NO,105040,16160,16160,72720,Dodge,RAM,1999
43,805806,IN,250/500,1000,1267.4,6000000,MALE,0,0,2015-02-09,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NY,Hillsdale,NO,2,?,50700,5070,5070,40560,Accura,RSX,2006
45,235097,IL,100/300,1000,1119.23,0,FEMALE,51500,0,2015-02-18,Multi-vehicle Collision,Front Collision,Total Loss,Fire,WV,Northbend,NO,1,NO,51210,11380,5690,34140,Jeep,Wrangler,2015
48,290971,OH,100/300,500,1698.51,0,MALE,0,0,2015-02-10,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Hillsdale,NO,2,?,51840,8640,8640,34560,Volkswagen,Jetta,2001
33,180286,IL,500/1000,1000,1422.78,0,FEMALE,61600,0,2015-01-20,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NC,Riverwood,?,2,YES,52800,5280,5280,42240,Nissan,Pathfinder,2006
42,662088,OH,500/1000,500,1212.75,0,FEMALE,0,-51400,2015-01-27,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Springfield,?,0,YES,55200,9200,13800,32200,Honda,Civic,1998
34,884365,IN,100/300,1000,1423.34,0,MALE,55300,-37900,2015-01-21,Vehicle Theft,?,Minor Damage,,WV,Riverwood,YES,0,NO,9100,1400,1400,6300,Chevrolet,Malibu,2003
51,178081,IN,250/500,1000,976.37,0,FEMALE,0,-61000,2015-02-18,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,WV,Riverwood,?,1,?,67600,13520,6760,47320,Suburu,Legacy,2007
33,507452,OH,250/500,500,1124.59,6000000,MALE,67300,0,2015-02-26,Single Vehicle Collision,Rear Collision,Minor Damage,Other,NC,Columbus,NO,1,NO,40800,6800,6800,27200,BMW,X5,2004
39,143109,OH,250/500,500,1453.95,0,FEMALE,38200,0,2015-01-07,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Springfield,YES,0,NO,29300,2930,5860,20510,Audi,A3,2010
31,230223,IL,500/1000,500,1969.63,0,FEMALE,0,0,2015-02-13,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Northbend,NO,1,YES,76450,6950,13900,55600,Dodge,RAM,1995
44,769602,IL,100/300,1000,1156.19,0,FEMALE,49900,-62700,2015-02-15,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NY,Northbrook,YES,0,?,49400,9880,4940,34580,Jeep,Wrangler,2010
38,420815,IL,100/300,2000,1124.47,0,FEMALE,0,-45100,2015-02-14,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,SC,Northbrook,NO,0,?,90530,16460,16460,57610,Ford,F150,2003
31,973546,OH,500/1000,500,1493.5,5000000,FEMALE,39900,-44000,2015-01-31,Vehicle Theft,?,Minor Damage,Police,WV,Northbrook,NO,2,NO,8030,1460,730,5840,Mercedes,E400,1995
40,608039,IL,100/300,500,1155.38,0,FEMALE,34200,-32300,2015-01-28,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NY,Columbus,NO,0,YES,63900,6390,6390,51120,Accura,TL,2001
55,250162,IL,250/500,500,878.19,0,MALE,57100,0,2015-03-01,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NC,Northbend,YES,0,NO,38640,4830,4830,28980,Chevrolet,Tahoe,1997
58,786432,IN,100/300,2000,1145.85,0,MALE,0,-40000,2015-01-10,Multi-vehicle Collision,Rear Collision,Total Loss,Other,NY,Columbus,?,1,YES,41490,9220,4610,27660,Mercedes,E400,2004
35,445195,IN,100/300,500,1261.28,0,FEMALE,68500,-42100,2015-02-25,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,VA,Springfield,YES,2,?,79090,14380,7190,57520,Nissan,Maxima,2012
35,938634,IL,100/300,500,1427.46,0,MALE,0,0,2015-01-30,Multi-vehicle Collision,Side Collision,Major Damage,Police,WV,Springfield,?,0,?,87900,17580,8790,61530,Dodge,Neon,1995
32,482495,IL,500/1000,500,1592.41,0,MALE,58900,-29100,2015-02-06,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Columbus,?,2,YES,53400,5340,5340,42720,Jeep,Wrangler,1996
36,796005,OH,250/500,1000,1274.63,0,MALE,51000,0,2015-02-08,Single Vehicle Collision,Rear Collision,Total Loss,Fire,SC,Springfield,YES,2,NO,52030,9460,9460,33110,Accura,MDX,1995
60,910604,IN,250/500,500,1362.31,0,MALE,67600,-65300,2015-01-13,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,Arlington,NO,0,NO,82060,14920,7460,59680,Saab,93,2005
35,327488,OH,250/500,1000,919.37,0,FEMALE,83600,0,2015-01-18,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Northbrook,?,0,?,48360,8060,8060,32240,Nissan,Maxima,1997
31,715202,OH,250/500,1000,1377.23,0,FEMALE,72600,0,2015-03-01,Multi-vehicle Collision,Side Collision,Minor Damage,Other,NY,Hillsdale,?,2,?,52290,5810,11620,34860,Nissan,Maxima,1997
50,801331,IN,500/1000,1000,1561.41,0,FEMALE,21200,0,2015-01-04,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Arlington,YES,1,NO,70290,12780,12780,44730,Mercedes,C300,2012
37,786103,OH,100/300,500,1457.21,0,FEMALE,46300,0,2015-01-17,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Columbus,?,2,YES,45000,5000,5000,35000,Suburu,Forrestor,2003
39,684193,IL,500/1000,1000,1128.71,0,FEMALE,0,-47100,2015-02-04,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,VA,Riverwood,YES,2,?,61800,12360,6180,43260,Suburu,Impreza,2007
46,247505,IL,100/300,500,1358.2,0,FEMALE,52900,0,2015-02-14,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Columbus,YES,0,NO,64570,5870,11740,46960,Jeep,Wrangler,2001
61,259792,IL,100/300,1000,1232.79,0,FEMALE,49900,-62100,2015-01-07,Single Vehicle Collision,Rear Collision,Minor Damage,Other,VA,Springfield,YES,2,YES,70500,7050,14100,49350,Suburu,Forrestor,2007
37,185124,IL,100/300,1000,936.19,0,MALE,70600,-48500,2015-02-02,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Northbrook,?,2,YES,57900,17370,5790,34740,Audi,A5,2005
46,760700,IL,250/500,500,1302.34,0,FEMALE,0,-52600,2015-01-12,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,NO,1,NO,57860,5260,10520,42080,Volkswagen,Jetta,2011
39,362407,IN,100/300,500,1264.99,0,MALE,67800,0,2015-01-01,Single Vehicle Collision,Side Collision,Minor Damage,Fire,VA,Northbrook,?,1,NO,37800,8400,4200,25200,Chevrolet,Silverado,1995
37,389525,OH,500/1000,500,1467.76,0,FEMALE,38700,-33100,2015-02-22,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,NY,Northbend,?,1,YES,63300,6330,6330,50640,Toyota,Highlander,2000
33,179538,IN,250/500,2000,1124.43,0,FEMALE,0,0,2015-01-16,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Northbrook,YES,0,YES,44200,8840,4420,30940,Saab,93,1995
28,265437,IL,250/500,1000,1319.81,0,MALE,67200,-59400,2015-01-28,Multi-vehicle Collision,Side Collision,Minor Damage,Police,WV,Arlington,NO,1,YES,31680,3520,3520,24640,Toyota,Camry,2006
32,266247,IN,100/300,2000,1482.53,0,FEMALE,49100,-45100,2015-01-23,Parked Car,?,Trivial Damage,Police,WV,Northbrook,YES,1,?,100,10,20,70,Audi,A3,2002
61,921851,IN,100/300,1000,1328.18,0,FEMALE,53000,0,2015-02-25,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Columbus,NO,2,NO,56340,6260,6260,43820,Volkswagen,Passat,2003
40,488724,IN,100/300,500,1463.95,0,FEMALE,0,0,2015-02-11,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NC,Springfield,?,0,YES,69740,6340,6340,57060,Dodge,Neon,2003
38,192524,IL,100/300,2000,1133.85,0,MALE,60200,0,2015-01-03,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Springfield,YES,2,YES,60480,5040,15120,40320,Volkswagen,Jetta,2003
61,338070,IN,500/1000,1000,1037.32,0,FEMALE,0,-15700,2015-01-30,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NC,Hillsdale,?,2,NO,80880,6740,13480,60660,Nissan,Ultima,2005
61,865607,IN,250/500,1000,1562.8,0,FEMALE,42800,-68200,2015-01-18,Single Vehicle Collision,Front Collision,Total Loss,Fire,WV,Hillsdale,?,1,YES,49390,8980,4490,35920,Suburu,Legacy,2009
29,963285,IN,100/300,1000,1425.79,0,FEMALE,62400,-52300,2015-01-04,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,NC,Riverwood,NO,0,?,69360,11560,11560,46240,Dodge,RAM,2009
41,728491,OH,500/1000,2000,1615.14,0,FEMALE,67100,0,2015-01-20,Vehicle Theft,?,Minor Damage,,NY,Springfield,NO,0,?,3740,680,680,2380,Chevrolet,Malibu,2011
33,553436,IL,250/500,500,1236.5,0,MALE,0,-48700,2015-02-12,Parked Car,?,Trivial Damage,,NY,Hillsdale,NO,0,NO,5060,460,920,3680,Nissan,Ultima,2003
27,753452,IL,500/1000,2000,1174.14,0,MALE,50400,-61500,2015-02-02,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbend,YES,0,NO,59070,10740,5370,42960,Toyota,Camry,2012
30,920554,IN,500/1000,1000,1231.01,0,MALE,0,-31700,2015-02-01,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,SC,Riverwood,NO,1,?,28440,3160,3160,22120,Dodge,Neon,2007
34,725330,IN,100/300,500,1469.75,0,FEMALE,0,-57600,2015-01-16,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,VA,Arlington,?,0,YES,38700,7740,3870,27090,Volkswagen,Passat,2012
39,607259,OH,250/500,500,1390.72,0,MALE,83900,-52100,2015-02-20,Parked Car,?,Trivial Damage,,SC,Northbrook,YES,2,YES,5830,1060,530,4240,Nissan,Pathfinder,2011
39,865201,OH,100/300,2000,1140.15,0,MALE,0,-36800,2015-01-19,Multi-vehicle Collision,Rear Collision,Total Loss,Police,VA,Riverwood,YES,0,NO,46200,4200,8400,33600,Suburu,Legacy,2015
32,140977,IN,100/300,1000,1310.71,0,FEMALE,29300,0,2015-02-25,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NY,Columbus,YES,0,NO,57700,5770,5770,46160,Toyota,Camry,2003
48,787351,IL,250/500,2000,1730.49,7000000,MALE,46300,-41700,2015-01-24,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,NO,2,NO,56160,4680,9360,42120,Saab,95,1995
47,272330,IN,250/500,500,1616.65,7000000,MALE,0,-59500,2015-01-16,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Columbus,?,0,YES,44400,5550,5550,33300,Jeep,Grand Cherokee,1999
33,804608,OH,250/500,1000,855.14,0,FEMALE,37900,0,2015-01-04,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NC,Northbrook,YES,0,YES,30700,3070,6140,21490,Toyota,Corolla,2015
24,718829,OH,250/500,2000,1568.47,4000000,FEMALE,46800,0,2015-02-02,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,Northbrook,NO,2,?,56600,11320,5660,39620,Toyota,Camry,1999
24,482404,IN,500/1000,2000,1550.53,0,FEMALE,0,-27700,2015-02-01,Parked Car,?,Trivial Damage,,VA,Hillsdale,YES,0,?,3960,660,660,2640,Audi,A3,1998
30,331170,IL,250/500,2000,1370.92,0,MALE,48900,0,2015-02-14,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Arlington,YES,0,?,34800,3480,6960,24360,Accura,MDX,1999
36,753056,IN,250/500,500,1363.59,0,FEMALE,43200,0,2015-02-08,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Riverwood,?,2,YES,79500,7950,7950,63600,Chevrolet,Tahoe,2000
34,910365,IN,250/500,1000,828.42,3000000,FEMALE,0,0,2015-01-22,Single Vehicle Collision,Front Collision,Total Loss,Police,NY,Arlington,?,2,NO,56000,5600,5600,44800,Chevrolet,Malibu,2009
46,362843,OH,250/500,2000,1111.17,0,MALE,35000,0,2015-02-03,Parked Car,?,Trivial Damage,,WV,Arlington,YES,2,YES,4950,900,450,3600,Toyota,Camry,1995
42,135400,IN,500/1000,500,989.97,0,MALE,32500,0,2015-01-20,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Hillsdale,NO,0,NO,48000,4800,9600,33600,Saab,95,2013
37,798579,IN,250/500,1000,1114.23,0,MALE,0,0,2015-01-01,Single Vehicle Collision,Side Collision,Major Damage,Fire,SC,Arlington,YES,0,YES,52200,10440,5220,36540,Nissan,Pathfinder,2005
38,250833,IN,250/500,2000,1347.31,0,FEMALE,80900,-111100,2015-02-02,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Springfield,NO,2,?,73800,12300,12300,49200,Audi,A3,1995
34,824116,IL,250/500,2000,1687.53,0,FEMALE,0,-69600,2015-01-23,Single Vehicle Collision,Side Collision,Total Loss,Fire,NC,Northbend,?,1,NO,78200,15640,7820,54740,Audi,A3,2009
43,871305,IL,500/1000,2000,1537.13,0,FEMALE,0,-58300,2015-01-02,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Northbend,NO,0,YES,57060,6340,6340,44380,Ford,Fusion,2012
30,488037,OH,250/500,1000,1173.25,0,FEMALE,0,-34700,2015-02-25,Vehicle Theft,?,Minor Damage,,WV,Arlington,NO,0,YES,4680,520,520,3640,Chevrolet,Malibu,2013
48,886473,OH,500/1000,2000,1422.56,7000000,FEMALE,26900,-55300,2015-02-09,Vehicle Theft,?,Minor Damage,,WV,Springfield,?,1,NO,3520,640,320,2560,Accura,MDX,2013
25,907113,IL,500/1000,2000,1143.06,0,FEMALE,63100,-54100,2015-01-16,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,VA,Riverwood,NO,0,YES,72900,14580,14580,43740,Nissan,Maxima,2010
38,833321,IN,250/500,500,1405.71,0,FEMALE,0,0,2015-02-01,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,Arlington,?,0,NO,70700,7070,14140,49490,Volkswagen,Passat,2008
30,521592,IL,100/300,500,1354.2,0,FEMALE,100500,0,2015-02-10,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Columbus,?,0,?,60170,5470,10940,43760,Nissan,Pathfinder,2006
41,634499,IL,250/500,1000,999.43,0,MALE,25800,0,2015-01-01,Vehicle Theft,?,Trivial Damage,Police,WV,Northbend,YES,2,?,4100,820,410,2870,Chevrolet,Malibu,2009
47,574707,IN,250/500,2000,1155.97,0,MALE,0,0,2015-02-23,Single Vehicle Collision,Side Collision,Minor Damage,Other,SC,Columbus,YES,0,?,61490,5590,11180,44720,Dodge,RAM,2009
29,476839,IL,250/500,1000,1726.91,0,MALE,0,0,2015-01-28,Vehicle Theft,?,Trivial Damage,,VA,Hillsdale,?,0,?,7200,720,1440,5040,Audi,A5,1999
34,149601,IN,500/1000,500,1232.57,0,FEMALE,59500,0,2015-02-22,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NY,Arlington,?,0,?,45100,8200,4100,32800,Nissan,Pathfinder,2011
53,630683,OH,250/500,500,1078.65,0,MALE,36800,0,2015-01-03,Single Vehicle Collision,Front Collision,Minor Damage,Police,WV,Northbend,?,2,YES,66660,12120,6060,48480,Honda,Civic,2006
37,352120,IN,250/500,500,1518.54,0,FEMALE,0,0,2015-01-25,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,PA,Riverwood,YES,1,NO,58300,10600,10600,37100,Ford,F150,2001
49,569245,IL,100/300,2000,1239.06,0,FEMALE,34900,0,2015-01-10,Single Vehicle Collision,Front Collision,Total Loss,Police,SC,Riverwood,?,1,?,57310,5210,10420,41680,Volkswagen,Passat,2002
32,907012,OH,500/1000,2000,1246.68,0,FEMALE,0,0,2015-01-28,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Arlington,?,0,?,53100,5900,5900,41300,Suburu,Impreza,2006
24,700074,OH,250/500,1000,1622.67,0,FEMALE,0,0,2015-02-18,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Riverwood,NO,1,?,74700,14940,7470,52290,Suburu,Forrestor,1997
28,866805,OH,250/500,500,1082.36,0,FEMALE,0,0,2015-01-24,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Riverwood,NO,2,NO,60500,12100,6050,42350,Audi,A5,1995
36,211578,IL,500/1000,1000,1236.32,5000000,FEMALE,55100,0,2015-01-10,Single Vehicle Collision,Side Collision,Total Loss,Police,PA,Northbrook,NO,2,NO,61050,5550,11100,44400,Dodge,Neon,2009
46,863749,IN,250/500,500,1265.84,0,FEMALE,52200,-44500,2015-01-16,Vehicle Theft,?,Minor Damage,,VA,Arlington,YES,1,YES,4560,760,380,3420,Nissan,Pathfinder,2007
28,596914,IN,250/500,500,1508.9,0,FEMALE,0,0,2015-01-01,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Northbend,NO,0,?,67800,11300,11300,45200,Ford,F150,2011
32,684653,OH,250/500,2000,1106.84,0,MALE,43100,-31900,2015-01-07,Vehicle Theft,?,Minor Damage,Police,SC,Riverwood,YES,1,YES,5600,1120,560,3920,Suburu,Legacy,2005
55,528259,IN,500/1000,2000,1389.13,7000000,MALE,0,-53200,2015-02-17,Vehicle Theft,?,Minor Damage,,NC,Northbrook,?,0,?,9000,900,1800,6300,Mercedes,ML350,2015
43,797636,IN,100/300,1000,974.84,0,FEMALE,52100,0,2015-02-26,Single Vehicle Collision,Rear Collision,Total Loss,Police,VA,Northbend,NO,0,YES,85320,21330,7110,56880,Nissan,Pathfinder,2006
43,965187,OH,250/500,500,1257.04,0,MALE,0,-48800,2015-03-01,Single Vehicle Collision,Rear Collision,Major Damage,Police,SC,Northbrook,NO,2,YES,51600,10320,5160,36120,Dodge,Neon,2011
44,516182,OH,100/300,2000,719.52,0,FEMALE,45800,0,2015-02-13,Parked Car,?,Trivial Damage,,SC,Arlington,NO,0,?,5400,600,600,4200,Chevrolet,Malibu,1998
39,728839,OH,500/1000,2000,1524.18,0,MALE,0,0,2015-01-08,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Northbrook,?,1,YES,48870,5430,5430,38010,Saab,95,1999
44,771509,IN,500/1000,500,1395.58,0,FEMALE,0,0,2015-02-05,Vehicle Theft,?,Minor Damage,Police,WV,Springfield,NO,2,?,5590,860,860,3870,BMW,X5,2000
47,602704,OH,500/1000,1000,1189.04,0,FEMALE,59600,0,2015-01-24,Multi-vehicle Collision,Side Collision,Minor Damage,Police,VA,Northbrook,NO,1,?,39800,7960,3980,27860,Jeep,Wrangler,2014
42,545506,IN,100/300,500,1389.13,0,MALE,63100,-79400,2015-01-23,Single Vehicle Collision,Side Collision,Total Loss,Fire,VA,Hillsdale,NO,0,?,52700,5270,10540,36890,Toyota,Corolla,2005
43,777533,OH,500/1000,1000,1387.51,0,FEMALE,0,0,2015-01-11,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NY,Riverwood,YES,1,?,68580,7620,7620,53340,Jeep,Wrangler,2010
53,369781,IL,250/500,2000,1166.62,6000000,MALE,0,0,2015-02-24,Parked Car,?,Trivial Damage,Police,NC,Northbend,NO,0,NO,5700,570,570,4560,Saab,93,2001
21,990998,IN,100/300,1000,1556.31,0,MALE,0,-75000,2015-01-19,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,Hillsdale,YES,2,YES,94930,8630,8630,77670,Accura,RSX,2014
47,646069,OH,500/1000,1000,1212.07,0,FEMALE,66900,-51800,2015-03-01,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Northbend,NO,2,NO,56320,7040,7040,42240,Mercedes,ML350,2000
46,331683,OH,100/300,2000,1578.54,0,MALE,0,-41400,2015-01-21,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Hillsdale,NO,1,YES,83490,7590,15180,60720,Nissan,Pathfinder,1996
36,364055,IN,500/1000,500,1488.26,0,FEMALE,0,-63500,2015-02-28,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Northbrook,NO,2,?,57900,5790,5790,46320,Saab,95,2008
36,521854,IN,250/500,1000,1096.39,0,MALE,0,0,2015-01-26,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Springfield,?,1,YES,49410,5490,5490,38430,Audi,A3,2015
45,737252,OH,500/1000,2000,1215.36,0,MALE,54400,0,2015-01-31,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,WV,Northbend,?,0,NO,66200,6620,6620,52960,Suburu,Impreza,2012
46,344480,OH,100/300,2000,1482.57,0,MALE,35000,0,2015-02-20,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Columbus,NO,0,NO,64080,10680,10680,42720,Toyota,Camry,2005
43,898519,OH,250/500,1000,954.18,0,FEMALE,0,0,2015-02-17,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Northbrook,?,2,YES,42500,8500,4250,29750,Nissan,Pathfinder,2000
30,957816,IL,500/1000,2000,1193.4,0,MALE,0,-40800,2015-02-02,Multi-vehicle Collision,Side Collision,Total Loss,Other,SC,Columbus,NO,2,?,48950,8900,4450,35600,Suburu,Legacy,2005
42,175960,IN,100/300,1000,1023.11,0,FEMALE,0,-45300,2015-02-06,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Northbend,NO,1,YES,58850,10700,10700,37450,Accura,MDX,1999
40,489618,IL,500/1000,1000,1524.45,0,FEMALE,73200,0,2015-02-11,Multi-vehicle Collision,Side Collision,Minor Damage,Other,NY,Northbrook,YES,0,YES,82400,8240,8240,65920,Nissan,Pathfinder,2006
44,717044,OH,500/1000,1000,1653.32,0,FEMALE,0,-48800,2015-01-25,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Springfield,YES,2,?,54240,6780,6780,40680,Suburu,Impreza,2009
26,101421,IL,250/500,1000,1022.46,0,FEMALE,52700,0,2015-02-23,Multi-vehicle Collision,Front Collision,Minor Damage,Other,SC,Arlington,?,0,?,74200,7420,7420,59360,Jeep,Wrangler,1996
53,793948,IL,100/300,2000,1396.43,0,FEMALE,21500,0,2015-01-29,Single Vehicle Collision,Front Collision,Total Loss,Fire,WV,Hillsdale,YES,2,?,47430,5270,5270,36890,Toyota,Camry,2000
